,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_units,standard_value,type,units,uo_units,upper_value,value
0,-1,33969,[],546,581,1,1,4,3,2008,-1,-1,99,10,2004.0,"{'bei': '19.61', 'le': '0.36', 'lle': '3.32', 'sei': '9.21'}",664,-1,870,244,0,1,252547,1,1,1,1,4,2508,1,23,0,-1,429
1,-1,37563,[],546,581,1,1,4,3,5960,-1,-1,99,10,2004.0,"{'bei': '18.57', 'le': '0.38', 'lle': '2.45', 'sei': '13.72'}",2982,-1,3036,332,0,1,252533,1,1,1,1,4,151,1,23,0,-1,253
2,-1,37565,[],546,581,1,1,4,3,2149,-1,-1,99,10,2004.0,,632,-1,839,-1,0,1,252530,2,1,1,2,4,1985,1,23,0,-1,2061
3,-1,38902,[],546,581,1,1,4,3,5959,-1,-1,99,10,2004.0,"{'bei': '16.11', 'le': '0.34', 'lle': '1.81', 'sei': '12.78'}",607,-1,814,284,0,1,252534,1,1,1,1,4,1370,1,23,0,-1,326
4,-1,41170,[],546,581,1,1,4,3,4498,-1,-1,99,10,2004.0,"{'bei': '17.60', 'le': '0.36', 'lle': '3.00', 'sei': '10.12'}",605,-1,812,242,0,1,252552,1,1,1,1,4,2618,1,23,0,-1,442
5,-1,42363,[],546,581,1,1,4,3,4492,-1,-1,99,10,2004.0,"{'bei': '16.60', 'le': '0.32', 'lle': '1.54', 'sei': '11.01'}",596,-1,804,194,0,1,252551,1,1,1,1,4,1095,1,23,0,-1,1108
6,-1,43561,[],546,581,1,1,4,3,4494,-1,-1,99,10,2004.0,"{'bei': '23.59', 'le': '0.50', 'lle': '4.15', 'sei': '13.72'}",595,-1,803,332,0,1,252525,1,1,1,1,4,151,1,23,0,-1,253
7,-1,44825,[],546,581,1,1,4,3,1226,-1,-1,99,10,2004.0,,2992,-1,3046,-1,0,1,252538,2,1,1,2,4,1985,1,23,0,-1,2061
8,-1,45908,[],546,581,1,1,4,3,3702,-1,-1,99,10,2004.0,"{'bei': '20.85', 'le': '0.42', 'lle': '3.89', 'sei': '10.12'}",2985,-1,3039,242,0,1,252527,1,1,1,1,4,2618,1,23,0,-1,442
9,-1,45910,[],546,581,1,1,4,3,4499,3,2,99,10,2004.0,,620,-1,827,-1,1,1,252549,2,1,1,2,4,1985,1,23,0,-1,2061
10,-1,47176,[],546,581,1,1,4,3,2014,-1,-1,99,10,2004.0,,3086,-1,3121,-1,0,1,252536,2,1,1,2,4,1985,1,23,0,-1,2061
11,-1,48497,[],546,581,1,1,4,3,4500,-1,-1,99,10,2004.0,"{'bei': '23.37', 'le': '0.45', 'lle': '3.95', 'sei': '14.31'}",2932,-1,2986,362,0,1,252542,1,1,1,1,4,1980,1,23,0,-1,209
12,-1,49173,[],538,24,1,1,4,3,4579,-1,-1,28,5,1998.0,,453,-1,675,-1,0,1,232619,2,1,1,2,4,156,1,23,0,-1,629
13,-1,49921,[],546,581,1,1,4,3,4489,-1,-1,99,10,2004.0,"{'bei': '18.47', 'le': '0.36', 'lle': '2.39', 'sei': '12.25'}",2998,-1,3052,257,0,1,252543,1,1,1,1,4,2118,1,23,0,-1,392
14,-1,49924,[],546,581,1,1,4,3,4501,-1,-1,99,10,2004.0,,3007,-1,3061,-1,0,1,252541,0,1,1,0,4,141,1,23,0,-1,159
15,-1,49927,[],546,581,1,1,4,3,1225,-1,-1,99,10,2004.0,,2936,-1,2990,-1,0,1,252532,0,1,1,0,4,141,1,23,0,-1,159
16,-1,52419,[],546,581,1,1,4,3,4495,-1,-1,99,10,2004.0,"{'bei': '16.31', 'le': '0.33', 'lle': '1.43', 'sei': '11.47'}",630,-1,837,217,0,1,252531,1,1,1,1,4,493,1,23,0,-1,538
17,-1,52422,[],546,581,1,1,4,3,4728,-1,-1,99,10,2004.0,"{'bei': '17.91', 'le': '0.34', 'lle': '2.20', 'sei': '8.60'}",50,-1,33,109,0,1,252545,1,1,1,1,4,682,1,23,0,-1,951
18,-1,53730,[],546,581,1,1,4,3,2013,-1,-1,99,10,2004.0,"{'bei': '16.17', 'le': '0.31', 'lle': '1.79', 'sei': '9.89'}",2930,-1,2984,228,0,1,252548,1,1,1,1,4,253,1,23,0,-1,496
19,-1,56171,[],546,581,1,1,4,3,1223,-1,-1,99,10,2004.0,,2986,-1,3040,-1,0,1,252550,2,1,1,2,4,1985,1,23,0,-1,2061
20,-1,57406,[],546,581,1,1,4,3,4496,-1,-1,99,10,2004.0,"{'bei': '22.52', 'le': '0.47', 'lle': '3.82', 'sei': '14.87'}",609,-1,816,390,0,1,252535,1,1,1,1,4,1180,1,23,0,-1,182
21,-1,61340,[],546,581,1,1,4,3,5961,-1,-1,99,10,2004.0,,669,-1,875,-1,0,1,252539,2,1,1,2,4,1985,1,23,0,-1,2061
22,-1,62585,[],546,581,1,1,4,3,4491,-1,-1,99,10,2004.0,"{'bei': '22.06', 'le': '0.44', 'lle': '3.59', 'sei': '11.95'}",657,-1,863,242,0,1,252556,1,1,1,1,4,2618,1,23,0,-1,442
23,-1,62588,[],546,581,1,1,4,3,4497,-1,-1,99,10,2004.0,,608,-1,815,-1,0,1,252540,2,1,1,2,4,1985,1,23,0,-1,2061
24,66,62590,[],547,584,1,1,4,3,2150,-1,-1,99,10,2004.0,,2934,-1,2988,-1,0,-1,252529,-1,1,0,-1,4,-1,1,23,-1,-1,-1
25,-1,62592,[],546,581,1,1,4,3,1224,-1,-1,99,10,2004.0,,662,-1,868,-1,0,1,252528,2,1,1,2,4,1985,1,23,0,-1,2061
26,-1,65200,[],546,581,1,1,4,3,2012,-1,-1,99,10,2004.0,"{'bei': '23.33', 'le': '0.50', 'lle': '4.01', 'sei': '14.21'}",2984,-1,3038,357,0,1,252554,1,1,1,1,4,2114,1,23,0,-1,216
27,-1,65203,[],546,581,1,1,4,3,1222,-1,-1,99,10,2004.0,"{'bei': '19.33', 'le': '0.38', 'lle': '2.24', 'sei': '13.13'}",2980,-1,3034,302,0,1,252526,1,1,1,1,4,892,1,23,0,-1,295
28,-1,66558,[],546,581,1,1,4,3,1355,-1,-1,99,10,2004.0,"{'bei': '20.08', 'le': '0.42', 'lle': '2.89', 'sei': '12.78'}",2928,-1,2982,284,0,1,252555,1,1,1,1,4,1370,1,23,0,-1,326
29,-1,66561,[],546,581,1,1,4,3,4878,-1,-1,99,10,2004.0,"{'bei': '19.45', 'le': '0.40', 'lle': '3.26', 'sei': '13.13'}",627,-1,834,302,0,1,252553,1,1,1,1,4,892,1,23,0,-1,295
30,-1,66564,[],546,581,1,1,4,3,4468,-1,-1,99,10,2004.0,,3003,-1,3056,-1,0,1,252546,2,1,1,2,4,1985,1,23,0,-1,2061
31,-1,67681,[],546,581,1,1,4,3,4490,-1,-1,99,10,2004.0,"{'bei': '19.07', 'le': '0.39', 'lle': '3.08', 'sei': '12.35'}",2995,-1,3049,262,0,1,252544,1,1,1,1,4,1983,1,23,0,-1,377
32,-1,69669,[],538,24,1,1,4,3,4580,-1,-1,28,5,1998.0,,451,-1,674,-1,0,1,232623,2,1,1,2,4,156,1,23,0,-1,629
33,-1,70464,[],546,581,1,1,4,3,4493,-1,-1,99,10,2004.0,,611,-1,818,-1,0,1,252537,2,1,1,2,4,1985,1,23,0,-1,2061
34,-1,72128,[],556,600,1,1,4,3,1527,1,3,2,10,1986.0,,5402,-1,5469,-1,0,1,76298,1,1,1,1,4,1189,1,20,0,-1,317
35,69,72135,[],557,7,1,1,4,3,1526,-1,-1,2,10,1986.0,,2319,-1,2445,-1,0,-1,76277,-1,1,0,-1,4,-1,1,20,-1,-1,-1
36,-1,72405,[],482,259,1,1,4,3,2194,-1,-1,15,10,1993.0,"{'bei': '34.29', 'le': '0.65', 'lle': '5.72', 'sei': '25.92'}",6207,707,2394,398,0,1,301730,1,1,1,1,4,989,1,21,0,-1,1231
37,69,73143,[],557,7,1,1,4,3,1352,-1,-1,2,10,1986.0,,2315,-1,2441,-1,0,-1,76297,-1,1,0,-1,4,-1,1,20,-1,-1,-1
38,-1,73147,[],556,600,1,1,4,3,4656,1,3,2,10,1986.0,,2326,-1,413,-1,0,1,76276,2,1,1,2,4,157,1,20,0,-1,482
39,-1,73234,[],618,223,1,1,4,3,2578,-1,-1,20,5,1995.0,"{'bei': '13.95', 'le': '0.26', 'lle': '3.55', 'sei': '9.46'}",6565,-1,6481,174,0,1,112508,1,1,1,1,4,1641,1,23,0,-1,1531
40,-1,73235,[],618,223,1,1,4,3,2571,-1,-1,20,5,1995.0,"{'bei': '15.20', 'le': '0.29', 'lle': '2.80', 'sei': '12.92'}",4972,-1,5044,372,0,1,112505,1,1,1,1,4,1730,1,23,0,-1,199
41,69,74190,[],557,7,1,1,4,3,3735,-1,-1,2,10,1986.0,,825,-1,283,-1,0,-1,76284,-1,1,0,-1,4,-1,1,20,-1,-1,-1
42,-1,74194,[],556,600,1,1,4,3,4896,1,3,2,10,1986.0,,2322,-1,409,-1,0,1,76291,2,1,1,2,4,157,1,20,0,-1,482
43,-1,74492,[],482,259,1,1,4,3,5364,-1,-1,15,10,1993.0,"{'bei': '17.73', 'le': '0.32', 'lle': '3.59', 'sei': '7.82'}",953,-1,1139,346,0,1,301758,1,1,1,1,4,2471,1,21,0,-1,2447
44,-1,74496,[],482,259,1,1,4,3,3217,-1,-1,15,10,1993.0,"{'bei': '14.46', 'le': '0.29', 'lle': '3.40', 'sei': '5.94'}",923,-1,1109,183,0,1,301736,1,1,1,1,4,1407,1,21,0,-1,1581
45,-1,75262,[],556,600,1,1,4,3,1525,1,3,2,10,1986.0,,6235,-1,511,-1,0,1,76282,1,1,1,1,4,2032,1,20,0,-1,380
46,-1,75661,[],482,259,1,1,4,3,2552,-1,-1,15,10,1993.0,"{'bei': '14.47', 'le': '0.27', 'lle': '5.07', 'sei': '5.66'}",3187,-1,3209,167,0,1,301754,1,1,1,1,4,1859,1,21,0,-1,1916
47,-1,75663,[],482,259,1,1,4,3,6577,-1,-1,15,10,1993.0,"{'bei': '16.70', 'le': '0.31', 'lle': '2.81', 'sei': '8.91'}",982,-1,1167,224,0,1,301735,1,1,1,1,4,335,1,21,0,-1,756
48,-1,77570,[],556,600,1,1,4,3,2064,1,3,2,10,1986.0,,5178,-1,293,-1,0,1,76275,2,1,1,2,4,157,1,20,0,-1,482
49,69,78619,[],556,600,1,1,4,3,2261,-1,-1,2,10,1986.0,,5487,-1,5552,-1,0,-1,76278,-1,1,0,-1,4,-1,1,20,-1,-1,-1
50,-1,79743,[],556,600,1,1,4,3,4895,1,3,2,10,1986.0,,6223,-1,500,-1,0,1,76292,2,1,1,2,4,157,1,20,0,-1,482
51,-1,80111,[],482,259,1,1,4,3,950,-1,-1,15,10,1993.0,"{'bei': '17.01', 'le': '0.32', 'lle': '4.36', 'sei': '6.87'}",960,-1,1146,259,0,1,301745,1,1,1,1,4,2079,1,21,0,-1,2106
52,-1,81327,[],482,259,1,1,4,3,5361,-1,-1,15,10,1993.0,"{'bei': '21.22', 'le': '0.40', 'lle': '6.00', 'sei': '8.24'}",944,-1,1130,384,0,1,301732,1,1,1,1,4,1364,1,21,0,-1,1546
53,-1,81331,[],482,259,1,1,4,3,2794,-1,-1,15,10,1993.0,"{'bei': '17.76', 'le': '0.33', 'lle': '4.66', 'sei': '6.08'}",429,-1,5051,240,0,1,301749,1,1,1,1,4,2663,1,21,0,-1,2594
54,-1,81334,[],482,259,1,1,4,3,1495,-1,-1,15,10,1993.0,,6724,659,6637,-1,0,1,301734,2,1,1,2,4,895,1,21,0,-1,1185
55,-1,82059,[],556,600,1,1,4,3,3737,1,3,2,10,1986.0,,5488,-1,294,-1,0,1,76294,2,1,1,2,4,157,1,20,0,-1,482
56,-1,82066,[],556,600,1,1,4,3,2260,1,3,2,10,1986.0,,6218,-1,496,-1,0,1,76283,2,1,1,2,4,157,1,20,0,-1,482
57,-1,82437,[],482,259,1,1,4,3,5358,-1,-1,15,10,1993.0,"{'bei': '17.30', 'le': '0.32', 'lle': '5.92', 'sei': '5.75'}",3169,-1,3192,273,0,1,301743,1,1,1,1,4,1672,1,21,0,-1,1737
58,-1,83376,[],482,259,1,1,4,3,2268,-1,-1,15,10,1993.0,"{'bei': '20.39', 'le': '0.38', 'lle': '5.82', 'sei': '7.02'}",950,-1,1136,273,0,1,301731,1,1,1,1,4,1672,1,21,0,-1,1737
59,-1,83378,[],482,259,1,1,4,3,1424,-1,-1,15,10,1993.0,"{'bei': '19.39', 'le': '0.36', 'lle': '5.39', 'sei': '6.98'}",3173,-1,3196,269,0,1,301759,1,1,1,1,4,1817,1,21,0,-1,1884
60,-1,84152,[],556,600,1,1,4,3,3736,1,3,2,10,1986.0,,4536,-1,4600,-1,0,1,76295,2,1,1,2,4,157,1,20,0,-1,482
61,69,84159,[],492,7,1,1,4,3,4655,-1,-1,2,10,1986.0,,5787,-1,295,-1,0,-1,76281,-1,1,0,-1,4,-1,1,20,-1,-1,-1
62,-1,84425,[],482,259,1,1,4,3,1541,-1,-1,15,10,1993.0,"{'bei': '18.17', 'le': '0.34', 'lle': '4.85', 'sei': '6.82'}",431,-1,3194,254,0,1,301760,1,1,1,1,4,2218,1,21,0,-1,2255
63,-1,84427,[],482,259,1,1,4,3,2267,-1,-1,15,10,1993.0,,3180,-1,3203,-1,0,1,301737,2,1,1,2,4,894,1,21,0,-1,1184
64,-1,85117,[],556,600,1,1,4,3,2062,1,3,2,10,1986.0,,2325,-1,412,-1,0,1,76280,2,1,1,2,4,157,1,20,0,-1,482
65,-1,85256,[],618,223,1,1,4,3,2577,-1,-1,20,5,1995.0,"{'bei': '11.62', 'le': '0.22', 'lle': '2.42', 'sei': '8.17'}",6536,-1,6453,100,0,1,112509,1,1,1,1,4,942,1,23,0,-1,1202
66,-1,85257,[],618,223,1,1,4,3,1151,-1,-1,20,5,1995.0,"{'bei': '18.18', 'le': '0.34', 'lle': '2.43', 'sei': '14.59'}",4976,378,5048,286,0,1,112502,1,1,1,1,4,1305,1,23,0,-1,324
67,-1,86169,[],617,45,1,1,4,3,2579,-1,-1,20,5,1995.0,"{'bei': '16.44', 'le': '0.31', 'lle': '4.67', 'sei': '10.75'}",2294,-1,2430,248,0,1,112498,1,1,1,1,4,2417,1,23,0,-1,420
68,-1,87149,[],556,600,1,1,4,3,5461,1,3,2,10,1986.0,,2777,-1,3900,-1,0,1,76286,1,1,1,1,4,1884,1,20,0,-1,367
69,-1,87471,[],482,259,1,1,4,3,2792,-1,-1,15,10,1993.0,"{'bei': '20.51', 'le': '0.38', 'lle': '5.70', 'sei': '6.20'}",963,-1,1149,252,0,1,301752,1,1,1,1,4,2269,1,21,0,-1,2284
70,-1,87473,[],482,259,1,1,4,3,2791,-1,-1,15,10,1993.0,"{'bei': '15.84', 'le': '0.30', 'lle': '3.62', 'sei': '5.67'}",928,-1,1114,200,0,1,301751,1,1,1,1,4,941,1,21,0,-1,1218
71,-1,88189,[],556,600,1,1,4,3,675,1,3,2,10,1986.0,,6231,-1,508,-1,0,1,76288,1,1,1,1,4,1490,1,20,0,-1,335
72,-1,88195,[],556,600,1,1,4,3,4713,1,3,2,10,1986.0,,792,815,998,-1,0,1,76287,1,1,1,1,4,1523,1,20,0,-1,339
73,-1,89159,[],556,600,1,1,4,3,1528,1,3,2,10,1986.0,,6301,-1,567,-1,0,1,76273,2,1,1,2,4,157,1,20,0,-1,482
74,-1,89426,[],482,259,1,1,4,3,960,-1,-1,15,10,1993.0,"{'bei': '17.74', 'le': '0.33', 'lle': '4.77', 'sei': '7.16'}",945,-1,1131,286,0,1,301733,1,1,1,1,4,1305,1,21,0,-1,1443
75,-1,90065,[],556,600,1,1,4,3,1523,1,3,2,10,1986.0,,6248,-1,521,-1,0,1,76300,1,1,1,1,4,943,1,20,0,-1,297
76,-1,90142,[],618,223,1,1,4,3,2570,-1,-1,20,5,1995.0,"{'bei': '14.77', 'le': '0.28', 'lle': '2.41', 'sei': '12.92'}",6531,-1,6448,372,0,1,112504,1,1,1,1,4,1730,1,23,0,-1,199
77,-1,90386,[],482,259,1,1,4,3,5360,-1,-1,15,10,1993.0,"{'bei': '20.85', 'le': '0.39', 'lle': '5.97', 'sei': '7.78'}",955,-1,1141,342,0,1,301757,1,1,1,1,4,2616,1,21,0,-1,2569
78,-1,90388,[],482,259,1,1,4,3,5166,-1,-1,15,10,1993.0,"{'bei': '19.92', 'le': '0.37', 'lle': '5.72', 'sei': '7.69'}",427,-1,3204,334,0,1,301739,1,1,1,1,4,2835,1,21,0,-1,2721
79,-1,91122,[],556,600,1,1,4,3,2259,1,3,2,10,1986.0,,6206,-1,485,-1,0,1,76296,1,1,1,1,4,2439,1,20,0,-1,423
80,-1,91127,[],556,600,1,1,4,3,1524,1,3,2,10,1986.0,,6234,-1,510,-1,0,1,76290,1,1,1,1,4,746,1,20,0,-1,287
81,-1,93415,[],482,259,1,1,4,3,2795,-1,-1,15,10,1993.0,,965,-1,1151,-1,0,1,301748,2,1,1,2,4,895,1,21,0,-1,1185
82,-1,94190,[],618,223,1,1,4,3,2572,-1,-1,20,5,1995.0,"{'bei': '15.28', 'le': '0.29', 'lle': '3.01', 'sei': '12.61'}",6546,-1,6463,354,0,1,112500,1,1,1,1,4,2215,1,23,0,-1,220
83,-1,94191,[],618,223,1,1,4,3,2569,-1,-1,20,5,1995.0,"{'bei': '13.90', 'le': '0.26', 'lle': '1.77', 'sei': '12.49'}",6564,-1,6480,348,0,1,112503,1,1,1,1,4,2415,1,23,0,-1,228
84,-1,94372,[],482,259,1,1,4,3,2793,-1,-1,15,10,1993.0,"{'bei': '19.95', 'le': '0.37', 'lle': '5.52', 'sei': '6.55'}",3178,-1,3201,287,0,1,301750,1,1,1,1,4,1269,1,21,0,-1,1420
85,-1,95372,[],482,259,1,1,4,3,5362,-1,-1,15,10,1993.0,"{'bei': '13.91', 'le': '0.26', 'lle': '4.59', 'sei': '4.93'}",949,-1,1135,128,0,1,301738,1,1,1,1,4,254,1,21,0,-1,699
86,-1,95374,[],482,259,1,1,4,3,5363,-1,-1,15,10,1993.0,"{'bei': '15.63', 'le': '0.31', 'lle': '4.74', 'sei': '6.38'}",996,-1,1181,214,0,1,301755,1,1,1,1,4,553,1,21,0,-1,893
87,-1,95376,[],482,259,1,1,4,3,2652,-1,-1,15,10,1993.0,"{'bei': '19.68', 'le': '0.40', 'lle': '4.73', 'sei': '7.40'}",1278,863,1468,251,0,1,301753,1,1,1,1,4,2302,1,21,0,-1,2298
88,-1,96201,[],618,223,1,1,4,3,2575,-1,-1,20,5,1995.0,"{'bei': '14.01', 'le': '0.27', 'lle': '2.99', 'sei': '10.53'}",6563,-1,6479,235,0,1,112507,1,1,1,1,4,2813,1,23,0,-1,467
89,-1,97486,[],482,259,1,1,4,3,953,-1,-1,15,10,1993.0,"{'bei': '17.45', 'le': '0.33', 'lle': '4.66', 'sei': '7.05'}",947,-1,1133,275,0,1,301746,1,1,1,1,4,1615,1,21,0,-1,1702
90,-1,97488,[],482,259,1,1,4,3,947,-1,-1,15,10,1993.0,"{'bei': '13.98', 'le': '0.26', 'lle': '3.05', 'sei': '5.86'}",934,-1,1119,167,0,1,301744,1,1,1,1,4,1859,1,21,0,-1,1916
91,-1,98223,[],556,600,1,1,4,3,2063,1,3,2,10,1986.0,,4554,-1,446,-1,0,1,76293,1,1,1,1,4,2461,1,20,0,-1,424
92,-1,98331,[],618,223,1,1,4,3,2678,-1,-1,20,5,1995.0,"{'bei': '27.32', 'le': '0.51', 'lle': '5.75', 'sei': '16.79'}",6809,800,6720,384,1,1,112501,1,1,1,1,4,1364,1,23,0,-1,187
93,-1,100186,[],618,223,1,1,4,3,2576,-1,-1,20,5,1995.0,"{'bei': '12.29', 'le': '0.23', 'lle': '2.47', 'sei': '8.94'}",2344,-1,2461,144,0,1,112510,1,1,1,1,4,2528,1,23,0,-1,2389
94,-1,100187,[],618,223,1,1,4,3,2573,-1,-1,20,5,1995.0,"{'bei': '15.47', 'le': '0.29', 'lle': '3.28', 'sei': '12.39'}",6562,-1,6478,342,0,1,112506,1,1,1,1,4,2616,1,23,0,-1,238
95,-1,101145,[],556,600,1,1,4,3,2061,1,3,2,10,1986.0,,2320,-1,408,-1,0,1,76289,2,1,1,2,4,157,1,20,0,-1,482
96,-1,101269,[],618,223,1,1,4,3,2574,-1,-1,20,5,1995.0,"{'bei': '14.44', 'le': '0.27', 'lle': '2.99', 'sei': '11.21'}",6571,-1,6487,274,0,1,112499,1,1,1,1,4,1639,1,23,0,-1,350
97,-1,101472,[],482,259,1,1,4,3,2919,-1,-1,15,10,1993.0,"{'bei': '14.26', 'le': '0.27', 'lle': '4.34', 'sei': '5.45'}",428,-1,1094,180,0,1,301740,1,1,1,1,4,1488,1,21,0,-1,1627
98,-1,102175,[],556,600,1,1,4,3,4654,1,3,2,10,1986.0,,2323,-1,410,-1,0,1,76274,2,1,1,2,4,157,1,20,0,-1,482
99,69,102182,[],556,600,1,1,4,3,2262,-1,-1,2,10,1986.0,,6291,-1,556,-1,0,-1,76279,-1,1,0,-1,4,-1,1,20,-1,-1,-1
100,-1,102482,[],482,259,1,1,4,3,5359,-1,-1,15,10,1993.0,"{'bei': '17.36', 'le': '0.33', 'lle': '5.94', 'sei': '5.77'}",918,-1,1104,275,0,1,301742,1,1,1,1,4,1615,1,21,0,-1,1702
101,-1,102486,[],482,259,1,1,4,3,268,-1,-1,15,10,1993.0,"{'bei': '14.52', 'le': '0.27', 'lle': '4.26', 'sei': '5.38'}",952,-1,1138,135,0,1,301747,1,1,1,1,4,2814,1,21,0,-1,2714
102,-1,103188,[],556,600,1,1,4,3,2226,1,3,2,10,1986.0,,2324,-1,411,-1,0,1,76299,2,1,1,2,4,157,1,20,0,-1,482
103,-1,104334,[],482,259,1,1,4,3,5167,-1,-1,15,10,1993.0,"{'bei': '18.78', 'le': '0.35', 'lle': '5.01', 'sei': '7.58'}",430,-1,1123,324,0,1,301756,1,1,1,1,4,333,1,21,0,-1,755
104,-1,107311,[],491,238,1,1,0,0,4441,1,3,30,10,1998.0,,1395,121,1585,-1,0,1,256320,1,1,1,1,4,473,2,-1,0,-1,1963
105,-1,108294,[],491,238,1,1,0,0,4438,1,3,30,10,1998.0,,4766,-1,4774,-1,0,1,256330,1,1,1,1,4,1015,2,-1,0,-1,1993
106,-1,111019,[],491,238,1,1,0,0,4385,1,3,30,10,1998.0,,348,180,357,-1,0,1,256322,1,1,1,1,4,2168,2,-1,0,-1,2231
107,-1,112454,[],491,238,1,1,0,0,4439,1,3,30,10,1998.0,,2340,-1,2457,-1,0,1,256331,1,1,1,1,4,587,2,-1,0,-1,1969
108,-1,117580,[],491,238,1,1,0,0,2678,1,3,30,10,1998.0,,6809,800,6720,-1,0,1,256324,1,1,1,1,4,2426,2,-1,0,-1,2411
109,-1,121294,[],491,238,1,1,0,0,4436,1,3,30,10,1998.0,,2245,642,2387,-1,0,1,256327,1,1,1,1,4,776,2,-1,0,-1,1981
110,-1,130167,[],491,238,1,1,0,0,4429,1,3,30,10,1998.0,,649,-1,855,-1,0,1,256326,1,1,1,1,4,1464,2,-1,0,-1,2211
111,-1,133985,[],491,238,1,1,0,0,5508,1,3,30,10,1998.0,,644,-1,850,-1,0,1,256328,1,1,1,1,4,852,2,-1,0,-1,1486
112,-1,133990,[],491,238,1,1,0,0,5611,1,3,30,10,1998.0,,6820,957,6729,-1,0,1,256325,1,1,1,1,4,1874,2,-1,0,-1,2221
113,-1,143688,[],491,238,1,1,0,0,4431,1,3,30,10,1998.0,,677,-1,883,-1,0,1,256321,1,1,1,1,4,2071,2,-1,0,-1,2034
114,-1,144673,[],491,238,1,1,0,0,4440,1,3,30,10,1998.0,,675,-1,881,-1,0,1,256329,1,1,1,1,4,473,2,-1,0,-1,1963
115,-1,147263,[],536,44,1,1,4,3,5489,-1,-1,22,5,1996.0,"{'bei': '15.77', 'le': '0.31', 'lle': '2.03', 'sei': '9.34'}",6405,-1,6347,184,0,1,99169,1,1,1,1,4,1371,1,23,0,-1,1454
116,-1,151628,[],608,34,1,1,4,3,4715,-1,-1,10,10,1991.0,"{'bei': '19.34', 'le': '0.38', 'lle': '4.82', 'sei': '5.31'}",2276,-1,394,129,0,1,42127,1,1,1,1,4,207,1,23,0,-1,617
117,-1,153280,[],536,44,1,1,4,3,241,-1,-1,22,5,1996.0,"{'bei': '21.59', 'le': '0.42', 'lle': '3.45', 'sei': '10.82'}",2313,-1,2440,272,0,1,99167,1,1,1,1,4,1734,1,23,0,-1,355
118,-1,154458,[],536,44,1,1,4,3,243,-1,-1,22,5,1996.0,"{'bei': '34.26', 'le': '0.63', 'lle': '6.30', 'sei': '14.10'}",509,511,728,462,1,1,99166,1,1,1,1,4,1952,1,23,0,-1,146
119,-1,155645,[],569,14,1,1,4,3,5611,-1,-1,104,5,1997.0,"{'bei': '33.26', 'le': '0.60', 'lle': '3.90', 'sei': '16.95'}",6820,957,6729,291,1,1,158958,1,1,1,1,4,1162,1,23,0,-1,313
120,-1,156948,[],569,14,1,1,4,3,5602,1,3,104,5,1997.0,,6762,-1,6669,-1,0,1,158959,1,1,1,1,4,1120,1,23,0,-1,1319
121,-1,157735,[],608,34,1,1,4,3,4711,1,3,10,10,1991.0,,6634,816,998,-1,0,1,42120,1,1,1,1,4,1602,1,23,0,-1,1690
122,-1,160648,[],569,14,1,1,4,3,5633,-1,-1,104,5,1997.0,"{'bei': '22.43', 'le': '0.40', 'lle': '1.46', 'sei': '12.70'}",6121,-1,6175,126,0,1,158957,1,1,1,1,4,286,1,23,0,-1,685
123,-1,161362,[],608,34,1,1,4,3,2456,-1,-1,10,10,1991.0,"{'bei': '19.77', 'le': '0.42', 'lle': '6.16', 'sei': '6.56'}",2296,-1,287,149,0,1,42123,1,1,1,1,4,2355,1,23,0,-1,2233
124,-1,164938,[],608,34,1,1,4,3,4716,-1,-1,10,10,1991.0,"{'bei': '17.45', 'le': '0.37', 'lle': '5.44', 'sei': '5.40'}",2246,-1,286,90,0,1,42126,1,1,1,1,4,1209,1,23,0,-1,1360
125,-1,166689,[],536,44,1,1,4,3,858,-1,-1,22,5,1996.0,"{'bei': '19.23', 'le': '0.37', 'lle': '2.75', 'sei': '9.64'}",4987,-1,5060,202,0,1,99168,1,1,1,1,4,894,1,23,0,-1,1066
126,-1,170463,[],569,14,1,1,4,3,5599,-1,-1,104,5,1997.0,"{'bei': '26.56', 'le': '0.47', 'lle': '2.78', 'sei': '15.86'}",6456,-1,6390,249,1,1,158955,1,1,1,1,4,2342,1,23,0,-1,415
127,-1,170469,[],569,14,1,1,4,3,5600,-1,-1,104,5,1997.0,"{'bei': '22.43', 'le': '0.40', 'lle': '1.95', 'sei': '14.20'}",6763,-1,6670,185,0,1,158960,1,1,1,1,4,1333,1,23,0,-1,1169
128,-1,177689,[],569,14,1,1,4,3,5603,-1,-1,104,5,1997.0,"{'bei': '17.90', 'le': '0.34', 'lle': '0.64', 'sei': '12.16'}",2554,-1,2664,105,0,1,158956,1,1,1,1,4,769,1,23,0,-1,1004
129,-1,178449,[],608,34,1,1,4,3,4714,-1,-1,10,10,1991.0,"{'bei': '21.26', 'le': '0.41', 'lle': '4.53', 'sei': '10.63'}",6276,-1,540,107,0,1,42124,1,1,1,1,4,728,1,23,0,-1,968
130,-1,184070,[],535,256,1,1,4,3,267,-1,-1,110,5,1996.0,"{'bei': '12.61', 'le': '0.27', 'lle': '0.79', 'sei': '9.67'}",981,-1,1166,170,0,1,308504,1,1,1,1,4,1784,1,23,0,-1,1762
